prime_type,prime,target_full,target_fragment,SOA,correct_response,delay,thisN,thisTrialN,thisRepN,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,mouse.clicked_name,textbox.text,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,trial.started,polygon.started,mouse.started,prime_text.started,submit_text.started,textbox.started,polygon.stopped,fragment_text.started,trial.stopped,trials.mouse.x,trials.mouse.y,trials.mouse.leftButton,trials.mouse.midButton,trials.mouse.rightButton,trials.mouse.time,trials.mouse.clicked_name,trials.textbox.text,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
related ,kitchen,stove,s_o_e,0.1,stove,0.6,20,20,0,[np.float64(-0.12777777777777777)],[np.float64(-0.4166666666666667)],[1],[0],[0],[15.697306459071115],['submit_text'],swore,0,20,20,8,241.20037808315828,,241.19524437515065,241.20037808315828,0.0036439159885048866,241.69715716596693,241.69715716596693,241.69715716596693,241.71004120795988,241.7899679581169,256.8928959160112,[np.float64(-0.12777777777777777)],[np.float64(-0.4166666666666667)],[1],[0],[0],[15.697306459071115],['submit_text'],swore,p1,001,2025-11-14_10h49.43.539,untitled,,2025.1.1,119.97468472975699,2025-11-14 10h49.50.254732 +0530,
unrelated ,river,call,c__l,0.4,call,0.9,21,21,0,[np.float64(-0.12777777777777777)],[np.float64(-0.4166666666666667)],[1],[0],[0],[2.8180059590376914],['submit_text'],col,0,21,21,66,256.9021452080924,,256.8969659579452,256.9021452080924,0.003921832889318466,257.39563829102553,257.39563829102553,257.39563829102553,257.4075104580261,257.8143624160439,259.7152727909852,[np.float64(-0.12777777777777777)],[np.float64(-0.4166666666666667)],[1],[0],[0],[2.8180059590376914],['submit_text'],col,p1,001,2025-11-14_10h49.43.539,untitled,,2025.1.1,119.97468472975699,2025-11-14 10h49.50.254732 +0530,
related ,shoe,sock,s__k,0.1,sock,0.6,22,22,0,[np.float64(-0.13)],[np.float64(-0.4166666666666667)],[1],[0],[0],[2.572791207814589],['submit_text'],sink,0,22,22,22,259.7255070831161,,259.71905491594225,259.7255070831161,0.0036669170949608088,260.2211014579516,260.2211014579516,260.2211014579516,260.23373862495646,260.31441045808606,262.2921849580016,[np.float64(-0.13)],[np.float64(-0.4166666666666667)],[1],[0],[0],[2.572791207814589],['submit_text'],sink,p1,001,2025-11-14_10h49.43.539,untitled,,2025.1.1,119.97468472975699,2025-11-14 10h49.50.254732 +0530,
unrelated ,bird,fan,f_n,0.1,fan,0.6,23,23,0,[np.float64(-0.13111111111111112)],[np.float64(-0.4166666666666667)],[1],[0],[0],[2.252614874858409],['submit_text'],fan,0,23,23,67,262.3012825001497,,262.2959026249591,262.3012825001497,0.003572500078007579,262.79793124995194,262.79793124995194,262.79793124995194,262.8101374160033,262.8909296251368,264.54883012501523,[np.float64(-0.13111111111111112)],[np.float64(-0.4166666666666667)],[1],[0],[0],[2.252614874858409],['submit_text'],fan,p1,001,2025-11-14_10h49.43.539,untitled,,2025.1.1,119.97468472975699,2025-11-14 10h49.50.254732 +0530,
related ,evening ,sunset,s_n_e_,0.4,sunset,0.9,24,24,0,[np.float64(-0.13111111111111112)],[np.float64(-0.4166666666666667)],[1],[0],[0],[16.529944334179163],['submit_text'],sinner,0,24,24,33,264.55906916595995,,264.5533944161143,264.55906916595995,0.004446374950930476,265.0534502081573,265.0534502081573,265.0534502081573,265.08136608311906,265.450542666018,281.08367279102094,[np.float64(-0.13111111111111112)],[np.float64(-0.4166666666666667)],[1],[0],[0],[16.529944334179163],['submit_text'],sinner,p1,001,2025-11-14_10h49.43.539,untitled,,2025.1.1,119.97468472975699,2025-11-14 10h49.50.254732 +0530,
unrelated ,year,milk,m__k,0.1,milk,0.6,25,25,0,[np.float64(-0.13111111111111112)],[np.float64(-0.4166666666666667)],[1],[0],[0],[2.978600207949057],['submit_text'],mask,0,25,25,105,281.093374124961,,281.0875544161536,281.093374124961,0.0037553340662270784,281.5865483749658,281.5865483749658,281.5865483749658,281.5983285829425,281.68425366608426,284.06646512495354,[np.float64(-0.13111111111111112)],[np.float64(-0.4166666666666667)],[1],[0],[0],[2.978600207949057],['submit_text'],mask,p1,001,2025-11-14_10h49.43.539,untitled,,2025.1.1,119.97468472975699,2025-11-14 10h49.50.254732 +0530,
unrelated ,window,cat,c_t,0.1,cat,0.6,26,26,0,[np.float64(-0.13333333333333333)],[np.float64(-0.41888888888888887)],[1],[0],[0],[2.8286984590813518],['submit_text'],cat,0,26,26,117,284.08145237504505,,284.070300915977,284.08145237504505,0.0037041669711470604,284.5696662501432,284.5696662501432,284.5696662501432,284.5816480831709,284.668152499944,286.89930874994025,[np.float64(-0.13333333333333333)],[np.float64(-0.41888888888888887)],[1],[0],[0],[2.8286984590813518],['submit_text'],cat,p1,001,2025-11-14_10h49.43.539,untitled,,2025.1.1,119.97468472975699,2025-11-14 10h49.50.254732 +0530,
unrelated ,powder,chicken,c_i_k_n,0.1,chicken,0.6,27,27,0,[np.float64(-0.13333333333333333)],[np.float64(-0.41888888888888887)],[1],[0],[0],[3.046802207827568],['submit_text'],chicken,0,27,27,89,286.9094657499809,,286.9037648329977,286.9094657499809,0.004330415977165103,287.4027722501196,287.4027722501196,287.4027722501196,287.4147471659817,287.50083758309484,289.9509201659821,[np.float64(-0.13333333333333333)],[np.float64(-0.41888888888888887)],[1],[0],[0],[3.046802207827568],['submit_text'],chicken,p1,001,2025-11-14_10h49.43.539,untitled,,2025.1.1,119.97468472975699,2025-11-14 10h49.50.254732 +0530,
related ,mother,father,f_t_e_,0.4,father,0.9,28,28,0,[np.float64(-0.13333333333333333)],[np.float64(-0.41888888888888887)],[1],[0],[0],[5.03527320898138],['submit_text'],father,0,28,28,47,289.961142166052,,289.95529420813546,289.961142166052,0.004234000109136105,290.45498716598377,290.45498716598377,290.45498716598377,290.4674796250183,290.8510267501697,294.99091120809317,[np.float64(-0.13333333333333333)],[np.float64(-0.41888888888888887)],[1],[0],[0],[5.03527320898138],['submit_text'],father,p1,001,2025-11-14_10h49.43.539,untitled,,2025.1.1,119.97468472975699,2025-11-14 10h49.50.254732 +0530,
related ,playground ,slides ,s_i_e_,0.1,slides,0.6,29,29,0,"[np.float64(-0.14666666666666667), np.float64(-0.14666666666666667), np.float64(-0.10111111111111111)]","[np.float64(-0.43333333333333335), np.float64(-0.43333333333333335), np.float64(-0.4122222222222222)]","[1, 1, 1]","[0, 0, 0]","[0, 0, 0]","[20.392121624900028, 21.082832499872893, 21.84652433381416]","[None, None, 'submit_text']",slides,0,29,29,4,295.000052458141,,294.9946164160501,295.000052458141,0.003593374975025654,295.49766754102893,295.49766754102893,295.49766754102893,295.50942262494937,295.59881720808335,316.8414950829465,"[np.float64(-0.14666666666666667), np.float64(-0.14666666666666667), np.float64(-0.10111111111111111)]","[np.float64(-0.43333333333333335), np.float64(-0.43333333333333335), np.float64(-0.4122222222222222)]","[1, 1, 1]","[0, 0, 0]","[0, 0, 0]","[20.392121624900028, 21.082832499872893, 21.84652433381416]","[None, None, 'submit_text']",slides,p1,001,2025-11-14_10h49.43.539,untitled,,2025.1.1,119.97468472975699,2025-11-14 10h49.50.254732 +0530,
related ,laundry,clothes ,c__t__s,0.4,clothes,0.9,30,30,0,[np.float64(-0.10555555555555556)],[np.float64(-0.4166666666666667)],[1],[0],[0],[4.68785991682671],['submit_text'],clothes,0,30,30,11,316.8518089579884,,316.8453792911023,316.8518089579884,0.0037041250616312027,317.34661504114047,317.34661504114047,317.34661504114047,317.358314583078,317.73980629094876,321.5335667501204,[np.float64(-0.10555555555555556)],[np.float64(-0.4166666666666667)],[1],[0],[0],[4.68785991682671],['submit_text'],clothes,p1,001,2025-11-14_10h49.43.539,untitled,,2025.1.1,119.97468472975699,2025-11-14 10h49.50.254732 +0530,
related ,data,graph,g_a_h,0.4,graph,0.9,31,31,0,[np.float64(-0.10555555555555556)],[np.float64(-0.4166666666666667)],[1],[0],[0],[17.187415999826044],['submit_text'],graph,0,31,31,35,321.54321483313106,,321.5376755830366,321.54321483313106,0.003991624806076288,322.03704904112965,322.03704904112965,322.03704904112965,322.04959487495944,322.44937195815146,338.7254628329538,[np.float64(-0.10555555555555556)],[np.float64(-0.4166666666666667)],[1],[0],[0],[17.187415999826044],['submit_text'],graph,p1,001,2025-11-14_10h49.43.539,untitled,,2025.1.1,119.97468472975699,2025-11-14 10h49.50.254732 +0530,
unrelated ,bubbles,closet,c_o_e_,0.4,closet,0.9,32,32,0,[np.float64(-0.10555555555555556)],[np.float64(-0.4166666666666667)],[1],[0],[0],[21.813505665864795],['submit_text'],chloee,0,32,32,88,338.73506000009365,,338.7288745001424,338.73506000009365,0.003296291921287775,339.23088408308104,339.23088408308104,339.23088408308104,339.2432958330028,339.6201836250257,360.5426916249562,[np.float64(-0.10555555555555556)],[np.float64(-0.4166666666666667)],[1],[0],[0],[21.813505665864795],['submit_text'],chloee,p1,001,2025-11-14_10h49.43.539,untitled,,2025.1.1,119.97468472975699,2025-11-14 10h49.50.254732 +0530,
unrelated ,protein,telephone,t_l_p_o_e,0.4,telephone,0.9,33,33,0,[np.float64(-0.10555555555555556)],[np.float64(-0.4166666666666667)],[1],[0],[0],[15.530790582997724],['submit_text'],talpole,0,33,33,82,360.5521028749645,,360.5462592500262,360.5521028749645,0.0034669169690459967,361.05050999997184,361.05050999997184,361.05050999997184,361.06316687515937,361.4422353331465,376.07741970801726,[np.float64(-0.10555555555555556)],[np.float64(-0.4166666666666667)],[1],[0],[0],[15.530790582997724],['submit_text'],talpole,p1,001,2025-11-14_10h49.43.539,untitled,,2025.1.1,119.97468472975699,2025-11-14 10h49.50.254732 +0530,
related ,bed,pillow,p_l_ow,0.1,pillow,0.6,34,34,0,[np.float64(-0.10555555555555556)],[np.float64(-0.4166666666666667)],[1],[0],[0],[3.587006000103429],['submit_text'],pillow,0,34,34,44,376.0869902910199,,376.0809214999899,376.0869902910199,0.003383750095963478,376.5811177501455,376.5811177501455,376.5811177501455,376.59281512512825,376.68365704105236,379.66826566611417,[np.float64(-0.10555555555555556)],[np.float64(-0.4166666666666667)],[1],[0],[0],[3.587006000103429],['submit_text'],pillow,p1,001,2025-11-14_10h49.43.539,untitled,,2025.1.1,119.97468472975699,2025-11-14 10h49.50.254732 +0530,
related ,bride,groom,g___m,0.1,groom,0.6,35,35,0,[np.float64(-0.10666666666666667)],[np.float64(-0.41555555555555557)],[1],[0],[0],[3.4877765418495983],['submit_text'],groom,0,35,35,42,379.6782354579773,,379.67261366616003,379.6782354579773,0.004234124906361103,380.17311920807697,380.17311920807697,380.17311920807697,380.1862189581152,380.267127915984,383.16085295798257,[np.float64(-0.10666666666666667)],[np.float64(-0.41555555555555557)],[1],[0],[0],[3.4877765418495983],['submit_text'],groom,p1,001,2025-11-14_10h49.43.539,untitled,,2025.1.1,119.97468472975699,2025-11-14 10h49.50.254732 +0530,
related ,board,chalk,c___k,0.1,chalk,0.6,36,36,0,[np.float64(-0.10666666666666667)],[np.float64(-0.41555555555555557)],[1],[0],[0],[16.098524540895596],['submit_text'],crook,0,36,36,30,383.170417125104,,383.1644299160689,383.170417125104,0.0034642908722162247,383.666954375105,383.666954375105,383.666954375105,383.6798962911125,383.76226250012405,399.26338275009766,[np.float64(-0.10666666666666667)],[np.float64(-0.41555555555555557)],[1],[0],[0],[16.098524540895596],['submit_text'],crook,p1,001,2025-11-14_10h49.43.539,untitled,,2025.1.1,119.97468472975699,2025-11-14 10h49.50.254732 +0530,
unrelated ,dust,soft,s__t,0.1,soft,0.6,37,37,0,[np.float64(-0.10666666666666667)],[np.float64(-0.41555555555555557)],[1],[0],[0],[3.034339874982834],['submit_text'],seat,0,37,37,87,399.27310804114677,,399.26741408300586,399.27310804114677,0.003891834057867527,399.7677561249584,399.7677561249584,399.7677561249584,399.7803827910684,399.86064837500453,402.302126375027,[np.float64(-0.10666666666666667)],[np.float64(-0.41555555555555557)],[1],[0],[0],[3.034339874982834],['submit_text'],seat,p1,001,2025-11-14_10h49.43.539,untitled,,2025.1.1,119.97468472975699,2025-11-14 10h49.50.254732 +0530,
related ,classroom ,benches ,b_n__es,0.1,benches,0.6,38,38,0,[np.float64(-0.11444444444444445)],[np.float64(-0.41555555555555557)],[1],[0],[0],[17.29910104186274],['submit_text'],benches,0,38,38,2,402.3129464581143,,402.30696479114704,402.3129464581143,0.004724124912172556,402.8071598331444,402.8071598331444,402.8071598331444,402.8201149581,402.9007532079704,419.60645154095255,[np.float64(-0.11444444444444445)],[np.float64(-0.41555555555555557)],[1],[0],[0],[17.29910104186274],['submit_text'],benches,p1,001,2025-11-14_10h49.43.539,untitled,,2025.1.1,119.97468472975699,2025-11-14 10h49.50.254732 +0530,
related ,rain,monsoon,m_ns__n,0.1,monsoon,0.6,39,39,0,[np.float64(-0.11444444444444445)],[np.float64(-0.41555555555555557)],[1],[0],[0],[5.574641083134338],['submit_text'],monsddon,0,39,39,18,419.61740408302285,,419.61113404110074,419.61740408302285,0.0045643330086022615,420.1074162500445,420.1074162500445,420.1074162500445,420.1199504160322,420.2105858330615,425.1861826251261,[np.float64(-0.11444444444444445)],[np.float64(-0.41555555555555557)],[1],[0],[0],[5.574641083134338],['submit_text'],monsddon,p1,001,2025-11-14_10h49.43.539,untitled,,2025.1.1,119.97468472975699,2025-11-14 10h49.50.254732 +0530,
unrelated ,paper,rock,r__k,0.4,rock,0.9,40,40,0,[np.float64(-0.08)],[np.float64(-0.39444444444444443)],[1],[0],[0],[4.003971541998908],['submit_text'],rock,0,40,40,72,425.19600770808756,,425.19033500016667,425.19600770808756,0.004018957959488034,425.68671000003815,425.68671000003815,425.68671000003815,425.7012255829759,426.1014910831582,429.1947103331331,[np.float64(-0.08)],[np.float64(-0.39444444444444443)],[1],[0],[0],[4.003971541998908],['submit_text'],rock,p1,001,2025-11-14_10h49.43.539,untitled,,2025.1.1,119.97468472975699,2025-11-14 10h49.50.254732 +0530,
related ,clock,time,t_m_,0.1,time,0.6,41,41,0,[np.float64(-0.06888888888888889)],[np.float64(-0.41555555555555557)],[1],[0],[0],[4.7379645828623325],['submit_text'],tame,0,41,41,28,429.2039044580888,,429.1980214579962,429.2039044580888,0.0031847499776631594,429.70037483307533,429.70037483307533,429.70037483307533,429.71303520794027,429.78818429098465,433.93636225000955,[np.float64(-0.06888888888888889)],[np.float64(-0.41555555555555557)],[1],[0],[0],[4.7379645828623325],['submit_text'],tame,p1,001,2025-11-14_10h49.43.539,untitled,,2025.1.1,119.97468472975699,2025-11-14 10h49.50.254732 +0530,
unrelated ,perfume,blanket,b_an__e_,0.1,blanket,0.6,42,42,0,[np.float64(-0.016666666666666666)],[np.float64(-0.39666666666666667)],[1],[0],[0],[33.319474124815315],['submit_text'],blanese,0,42,42,91,433.9471176660154,,433.9407636250835,433.9471176660154,0.004283208167180419,434.4521593749523,434.4521593749523,434.4521593749523,434.4653656249866,434.5342215001583,467.26060462510213,[np.float64(-0.016666666666666666)],[np.float64(-0.39666666666666667)],[1],[0],[0],[33.319474124815315],['submit_text'],blanese,p1,001,2025-11-14_10h49.43.539,untitled,,2025.1.1,119.97468472975699,2025-11-14 10h49.50.254732 +0530,
related ,textbook,chapter,c_a_t_r,0.4,chapter,0.9,43,43,0,[np.float64(-0.017777777777777778)],[np.float64(-0.39666666666666667)],[1],[0],[0],[15.948283750098199],['submit_text'],chapter,0,43,43,25,467.28606691607274,,467.2649367081467,467.28606691607274,0.00422279117628932,467.75854633306153,467.75854633306153,467.75854633306153,467.7855782911647,468.1543849159498,483.21363704116084,[np.float64(-0.017777777777777778)],[np.float64(-0.39666666666666667)],[1],[0],[0],[15.948283750098199],['submit_text'],chapter,p1,001,2025-11-14_10h49.43.539,untitled,,2025.1.1,119.97468472975699,2025-11-14 10h49.50.254732 +0530,
unrelated ,months,high,h_g_,0.4,high,0.9,44,44,0,[np.float64(-0.017777777777777778)],[np.float64(-0.39666666666666667)],[0],[0],[0],[2.83851470798254],['submit_text'],huge,0,44,44,106,483.2227052501403,,483.217187250033,483.2227052501403,0.00343000004068017,483.71911045815796,483.71911045815796,483.71911045815796,483.73238450009376,484.11949491593987,486.0561022909824,[np.float64(-0.017777777777777778)],[np.float64(-0.39666666666666667)],[0],[0],[0],[2.83851470798254],['submit_text'],huge,p1,001,2025-11-14_10h49.43.539,untitled,,2025.1.1,119.97468472975699,2025-11-14 10h49.50.254732 +0530,
related ,crayons,colour,c_l_u_,0.1,colour,0.6,45,45,0,[np.float64(-0.017777777777777778)],[np.float64(-0.39666666666666667)],[1],[0],[0],[10.887635082937777],['submit_text'],colours,0,45,45,46,486.06638912507333,,486.0604923751671,486.06638912507333,0.004264999879524112,486.55789637495764,486.55789637495764,486.55789637495764,486.5695253331214,486.65583516610786,496.9486097500194,[np.float64(-0.017777777777777778)],[np.float64(-0.39666666666666667)],[1],[0],[0],[10.887635082937777],['submit_text'],colours,p1,001,2025-11-14_10h49.43.539,untitled,,2025.1.1,119.97468472975699,2025-11-14 10h49.50.254732 +0530,
unrelated ,skeleton,drawer,d_a_e_,0.1,drawer,0.6,46,46,0,[np.float64(-0.017777777777777778)],[np.float64(-0.39666666666666667)],[1],[0],[0],[22.503255000105128],['submit_text'],drawer,0,46,46,85,496.95907958294265,,496.95300225005485,496.95907958294265,0.004282041918486357,497.4512579161674,497.4512579161674,497.4512579161674,497.46283808303997,497.56458283308893,519.4566814161371,[np.float64(-0.017777777777777778)],[np.float64(-0.39666666666666667)],[1],[0],[0],[22.503255000105128],['submit_text'],drawer,p1,001,2025-11-14_10h49.43.539,untitled,,2025.1.1,119.97468472975699,2025-11-14 10h49.50.254732 +0530,
related ,aeroplane,airport,a_r_o_t,0.4,airport,0.9,47,47,0,[np.float64(-0.017777777777777778)],[np.float64(-0.39666666666666667)],[1],[0],[0],[9.402000792091712],['submit_text'],airport,0,47,47,53,519.4682212909684,,519.4616501249839,519.4682212909684,0.004848666023463011,519.9870603331365,519.9870603331365,519.9870603331365,519.9870603331365,520.3635348330718,528.864135916112,[np.float64(-0.017777777777777778)],[np.float64(-0.39666666666666667)],[1],[0],[0],[9.402000792091712],['submit_text'],airport,p1,001,2025-11-14_10h49.43.539,untitled,,2025.1.1,119.97468472975699,2025-11-14 10h49.50.254732 +0530,
related ,jungle,animal,a__m_l,0.1,animal,0.6,48,48,0,[np.float64(-0.024444444444444446)],[np.float64(-0.39666666666666667)],[1],[0],[0],[7.496599124977365],['submit_text'],animal,0,48,48,6,528.8742667080369,,528.8683730829507,528.8742667080369,0.004133999813348055,529.3879902081098,529.3879902081098,529.3879902081098,529.4014211250469,529.4575449160766,536.365468375152,[np.float64(-0.024444444444444446)],[np.float64(-0.39666666666666667)],[1],[0],[0],[7.496599124977365],['submit_text'],animal,p1,001,2025-11-14_10h49.43.539,untitled,,2025.1.1,119.97468472975699,2025-11-14 10h49.50.254732 +0530,
unrelated ,garden ,ocean ,o___n ,0.4,ocean ,0.9,49,49,0,[np.float64(-0.024444444444444446)],[np.float64(-0.39666666666666667)],[1],[0],[0],[67.10422841715626],['submit_text'],ocean,0,49,49,60,536.3752534161322,,536.3698967499658,536.3752534161322,0.004302707966417074,536.8698529580142,536.8698529580142,536.8698529580142,536.8821518330369,537.2709120409563,603.4745869161561,[np.float64(-0.024444444444444446)],[np.float64(-0.39666666666666667)],[1],[0],[0],[67.10422841715626],['submit_text'],ocean,p1,001,2025-11-14_10h49.43.539,untitled,,2025.1.1,119.97468472975699,2025-11-14 10h49.50.254732 +0530,
unrelated ,cereal ,ropes,r_p_s,0.1,ropes,0.6,50,50,0,[np.float64(-0.024444444444444446)],[np.float64(-0.39666666666666667)],[1],[0],[0],[8.75438820803538],['submit_text'],ropes,0,50,50,115,603.4883565830532,,603.4791394160129,603.4883565830532,0.004435624927282333,603.9917215411551,603.9917215411551,603.9917215411551,603.9917215411551,604.0721482911613,612.2340472501237,[np.float64(-0.024444444444444446)],[np.float64(-0.39666666666666667)],[1],[0],[0],[8.75438820803538],['submit_text'],ropes,p1,001,2025-11-14_10h49.43.539,untitled,,2025.1.1,119.97468472975699,2025-11-14 10h49.50.254732 +0530,
unrelated ,napkin,wave,w__e,0.1,wave,0.6,51,51,0,[np.float64(-0.024444444444444446)],[np.float64(-0.39666666666666667)],[1],[0],[0],[29.286448125028983],['submit_text'],wove,0,51,51,73,612.2432223330252,,612.2379576661624,612.2432223330252,0.0037988340482115746,612.7382981250994,612.7382981250994,612.7382981250994,612.7507621659897,612.83942845813,641.5248640410136,[np.float64(-0.024444444444444446)],[np.float64(-0.39666666666666667)],[1],[0],[0],[29.286448125028983],['submit_text'],wove,p1,001,2025-11-14_10h49.43.539,untitled,,2025.1.1,119.97468472975699,2025-11-14 10h49.50.254732 +0530,
unrelated ,carpet,lightning,l_g_t_n_,0.4,lightning,0.9,52,52,0,[np.float64(-0.024444444444444446)],[np.float64(-0.39666666666666667)],[1],[0],[0],[30.02238495904021],['submit_text'],lighting,0,52,52,104,641.5364457911346,,641.5293262081686,641.5364457911346,0.004354165866971016,642.0415805829689,642.0415805829689,642.0415805829689,642.0415805829689,642.4230976661202,671.5522620410193,[np.float64(-0.024444444444444446)],[np.float64(-0.39666666666666667)],[1],[0],[0],[30.02238495904021],['submit_text'],lighting,p1,001,2025-11-14_10h49.43.539,untitled,,2025.1.1,119.97468472975699,2025-11-14 10h49.50.254732 +0530,
unrelated ,popcorn,nails,n_i_s,0.4,nails,0.9,53,53,0,[np.float64(-0.024444444444444446)],[np.float64(-0.39666666666666667)],[1],[0],[0],[5.092226499924436],['submit_text'],nails,0,53,53,70,671.5620911249425,,671.5566842909902,671.5620911249425,0.0043062500189989805,672.0571398329921,672.0571398329921,672.0571398329921,672.0700112080667,672.4741122080013,676.6494035830256,[np.float64(-0.024444444444444446)],[np.float64(-0.39666666666666667)],[1],[0],[0],[5.092226499924436],['submit_text'],nails,p1,001,2025-11-14_10h49.43.539,untitled,,2025.1.1,119.97468472975699,2025-11-14 10h49.50.254732 +0530,
related ,fork,spoon,s___n,0.1,spoon,0.6,54,54,0,"[np.float64(-0.012222222222222223), np.float64(0.027777777777777776)]","[np.float64(-0.4311111111111111), np.float64(-0.38555555555555554)]","[1, 1]","[0, 0]","[0, 0]","[9.713898165849969, 10.714019374921918]","[None, 'submit_text']",spoon,0,54,54,24,676.6583863750566,,676.652538666036,676.6583863750566,0.003023165976628661,677.1568701660726,677.1568701660726,677.1568701660726,677.1568701660726,677.2513200410176,687.367005249951,"[np.float64(-0.012222222222222223), np.float64(0.027777777777777776)]","[np.float64(-0.4311111111111111), np.float64(-0.38555555555555554)]","[1, 1]","[0, 0]","[0, 0]","[9.713898165849969, 10.714019374921918]","[None, 'submit_text']",spoon,p1,001,2025-11-14_10h49.43.539,untitled,,2025.1.1,119.97468472975699,2025-11-14 10h49.50.254732 +0530,
unrelated ,breakfast,dustbin,d_s_b_n,0.1,dustbin,0.6,55,55,0,"[np.float64(-0.08222222222222222), np.float64(-0.0811111111111111)]","[np.float64(-0.3211111111111111), np.float64(-0.41555555555555557)]","[1, 1]","[0, 0]","[0, 0]","[3.365248375106603, 5.7093030421528965]","[None, 'submit_text']",dustbin,0,55,55,113,687.3774234161247,,687.3707523751073,687.3774234161247,0.0036365000996738672,687.8776404161472,687.8776404161472,687.8776404161472,687.8914487911388,687.9604424999561,693.0805663331412,"[np.float64(-0.08222222222222222), np.float64(-0.0811111111111111)]","[np.float64(-0.3211111111111111), np.float64(-0.41555555555555557)]","[1, 1]","[0, 0]","[0, 0]","[3.365248375106603, 5.7093030421528965]","[None, 'submit_text']",dustbin,p1,001,2025-11-14_10h49.43.539,untitled,,2025.1.1,119.97468472975699,2025-11-14 10h49.50.254732 +0530,
unrelated ,sandwich ,games,g_m_s,0.4,games,0.9,56,56,0,[np.float64(-0.0811111111111111)],[np.float64(-0.41555555555555557)],[0],[0],[0],[3.325348707847297],['submit_text'],gems,0,56,56,62,693.0912997080013,,693.0852655409835,693.0912997080013,0.004539916990324855,693.5787077080458,693.5787077080458,693.5787077080458,693.5902895000763,693.991693665972,696.4110938750673,[np.float64(-0.0811111111111111)],[np.float64(-0.41555555555555557)],[0],[0],[0],[3.325348707847297],['submit_text'],gems,p1,001,2025-11-14_10h49.43.539,untitled,,2025.1.1,119.97468472975699,2025-11-14 10h49.50.254732 +0530,
unrelated ,lantern,giant,g_a_t,0.4,giant,0.9,57,57,0,[np.float64(-0.0811111111111111)],[np.float64(-0.41555555555555557)],[1],[0],[0],[19.07053254195489],['submit_text'],gaaat,0,57,57,118,696.4239010410383,,696.4155489581171,696.4239010410383,0.0043386248871684074,696.9128406250384,696.9128406250384,696.9128406250384,696.9251939579844,697.3076467500068,715.486623249948,[np.float64(-0.0811111111111111)],[np.float64(-0.41555555555555557)],[1],[0],[0],[19.07053254195489],['submit_text'],gaaat,p1,001,2025-11-14_10h49.43.539,untitled,,2025.1.1,119.97468472975699,2025-11-14 10h49.50.254732 +0530,
related ,fruit,mango,m_n_o,0.1,mango,0.6,58,58,0,[np.float64(-0.0811111111111111)],[np.float64(-0.41555555555555557)],[1],[0],[0],[11.096320708049461],['submit_text'],mango,0,58,58,50,715.4962491251063,,715.4908513750415,715.4962491251063,0.004114624811336398,715.9908156250603,715.9908156250603,715.9908156250603,716.003288625041,716.0917106249835,726.5877115409821,[np.float64(-0.0811111111111111)],[np.float64(-0.41555555555555557)],[1],[0],[0],[11.096320708049461],['submit_text'],mango,p1,001,2025-11-14_10h49.43.539,untitled,,2025.1.1,119.97468472975699,2025-11-14 10h49.50.254732 +0530,
unrelated ,calculator,lyrics,l_r_c_,0.4,lyrics,0.9,59,59,0,[np.float64(-0.0811111111111111)],[np.float64(-0.41555555555555557)],[1],[0],[0],[9.484609958017245],['submit_text'],lerace,0,59,59,80,726.5976324160583,,726.5921212909743,726.5976324160583,0.0042979170102626085,727.091413125163,727.091413125163,727.091413125163,727.1044526251499,727.4828384581488,736.0772383750882,[np.float64(-0.0811111111111111)],[np.float64(-0.41555555555555557)],[1],[0],[0],[9.484609958017245],['submit_text'],lerace,p1,001,2025-11-14_10h49.43.539,untitled,,2025.1.1,119.97468472975699,2025-11-14 10h49.50.254732 +0530,
unrelated ,mountain,street,s_r__t,0.1,street,0.6,60,60,0,[np.float64(-0.0811111111111111)],[np.float64(-0.41555555555555557)],[1],[0],[0],[14.095216250047088],['submit_text'],street,0,60,60,65,736.0876366251614,,736.0817484580912,736.0876366251614,0.004398957826197147,736.5812638751231,736.5812638751231,736.5812638751231,736.6090342500247,736.6793087080587,750.1774913331028,[np.float64(-0.0811111111111111)],[np.float64(-0.41555555555555557)],[1],[0],[0],[14.095216250047088],['submit_text'],street,p1,001,2025-11-14_10h49.43.539,untitled,,2025.1.1,119.97468472975699,2025-11-14 10h49.50.254732 +0530,
unrelated ,bracelet,burger,b_r_e_,0.1,burger,0.6,61,61,0,[np.float64(-0.04888888888888889)],[np.float64(-0.4088888888888889)],[1],[0],[0],[23.079618917079642],['submit_text'],burheo,0,61,61,97,750.1882495000027,,750.1819575829431,750.1882495000027,0.004353499971330166,750.6820055830758,750.6820055830758,750.6820055830758,750.7098843329586,750.7791487080976,773.2620956660248,[np.float64(-0.04888888888888889)],[np.float64(-0.4088888888888889)],[1],[0],[0],[23.079618917079642],['submit_text'],burheo,p1,001,2025-11-14_10h49.43.539,untitled,,2025.1.1,119.97468472975699,2025-11-14 10h49.50.254732 +0530,
